pos,transaction,date,amount
33618a,201903070138,2019-03-07 15:24:01,1.5
33618a,201903070139,2019-03-07 15:25:19,4.99
33618a,201903070140,2019-03-07 15:27:55,17.97
33618a,201903070141,2019-03-07 15:31:32,4.99
33618a,201903070142,2019-03-07 15:32:14,18.97
33618a,201903070143,2019-03-07 15:32:53,8.19
33618a,201903070144,2019-03-07 15:34:24,12.98
33618a,201903070145,2019-03-07 15:35:12,12.99
33618a,201903070146,2019-03-07 15:35:56,12.99
33618a,201903070147,2019-03-07 15:36:08,9.99
33618a,201903070148,2019-03-07 15:36:26,3.99
33618a,201903070149,2019-03-07 15:36:46,14.99
33618a,201903070150,2019-03-07 15:43:30,24.16
33618a,201903070151,2019-03-07 15:43:45,-5.99
33618a,201903070152,2019-03-07 15:44:04,5.98
33618a,201903070153,2019-03-07 15:46:17,21.18
33618a,201903070154,2019-03-07 15:49:28,6.99
33618a,201903070155,2019-03-07 15:52:40,5.99
33618a,201903070156,2019-03-07 15:53:42,9.98
33618a,201903070157,2019-03-07 15:54:05,3.99
33618a,201903070158,2019-03-07 15:54:29,9.99
33618a,201903070159,2019-03-07 15:58:25,19.97
33618a,201903070160,2019-03-07 16:01:34,70.09
33618a,201903070161,2019-03-07 16:03:28,6.49
33618a,201903070162,2019-03-07 16:03:55,-9.99
33618a,201903070163,2019-03-07 16:05:29,27.14
33618a,201903070164,2019-03-07 16:06:16,13.19
33618a,201903070165,2019-03-07 16:07:40,10.17
33618a,201903070166,2019-03-07 16:08:37,34.99
33618a,201903070167,2019-03-07 16:13:07,19.17
33618a,201903070168,2019-03-07 16:13:53,14.99
33618a,201903070169,2019-03-07 16:15:19,19.96
33618a,201903070170,2019-03-07 16:15:42,8.98
33618a,201903070171,2019-03-07 16:18:36,7.99
33618a,201903070172,2019-03-07 16:19:13,5.98
33618a,201903070173,2019-03-07 16:20:33,8.98
33618a,201903070174,2019-03-07 16:23:21,4.99
33618a,201903070175,2019-03-07 16:26:07,6.99
33618a,201903070176,2019-03-07 16:26:54,4.99
33618a,201903070177,2019-03-07 16:27:26,7.99
33618a,201903070178,2019-03-07 16:28:44,6.99
33618a,201903070179,2019-03-07 16:29:49,21.95
33618a,201903070180,2019-03-07 16:30:54,3.99
33618a,201903070181,2019-03-07 16:33:44,15.5
33618a,201903070182,2019-03-07 16:34:16,16.97
33618a,201903070183,2019-03-07 16:34:52,8.16
33618a,201903070184,2019-03-07 16:35:25,7.99
33618a,201903070185,2019-03-07 16:38:27,17.99
33618a,201903070186,2019-03-07 16:39:18,18.97
33618a,201903070187,2019-03-07 16:39:56,19.98
33618a,201903070188,2019-03-07 16:43:03,8.19
33618a,201903070189,2019-03-07 16:43:49,18.99
33618a,201903070190,2019-03-07 16:45:43,15.16
33618a,201903070191,2019-03-07 16:46:50,12.99
33618a,201903070192,2019-03-07 16:47:33,8.19
33618a,201903070193,2019-03-07 16:47:59,19.98
33618a,201903070194,2019-03-07 16:48:28,2.0
33618a,201903070195,2019-03-07 16:49:10,12.99
33618a,201903070196,2019-03-07 16:49:47,16.17
33618a,201903070197,2019-03-07 16:51:21,41.96
33618a,201903070198,2019-03-07 16:52:01,1.99
33618a,201903070199,2019-03-07 16:52:36,4.99
33618a,201903070200,2019-03-07 16:53:09,4.19
33618a,201903070201,2019-03-07 16:55:03,3.99
33618a,201903070202,2019-03-07 16:57:20,4.99
33618a,201903070203,2019-03-07 16:57:52,30.18
33618a,201903070204,2019-03-07 16:58:22,2.99
33618a,201903070205,2019-03-07 17:00:19,7.99
33618a,201903070206,2019-03-07 17:04:43,6.99
33618a,201903070207,2019-03-07 17:06:43,8.98
33618a,201903070208,2019-03-07 17:07:58,3.99
33618a,201903070209,2019-03-07 17:10:00,14.99
33618a,201903070210,2019-03-07 17:11:38,32.14
33618a,201903070211,2019-03-07 17:14:17,11.98
33618a,201903070212,2019-03-07 17:14:56,5.98
33618a,201903070213,2019-03-07 17:16:46,29.99
33618a,201903070214,2019-03-07 17:21:09,55.12
33618a,201903070215,2019-03-07 17:22:07,3.99
33618a,201903070216,2019-03-07 17:22:36,7.99
33618a,201903070217,2019-03-07 17:23:24,31.97
33618a,201903070218,2019-03-07 17:30:18,18.98
33618a,201903070219,2019-03-07 17:32:16,1.0
33618a,201903070220,2019-03-07 17:32:37,4.99
33618a,201903070221,2019-03-07 17:33:11,9.99
33618a,201903070222,2019-03-07 17:34:03,11.99
33618a,201903070223,2019-03-07 17:34:40,4.0
33618a,201903070224,2019-03-07 17:37:43,9.98
33618a,201903070225,2019-03-07 17:38:21,0.2
33618a,201903070226,2019-03-07 17:39:12,34.96
33618a,201903070227,2019-03-07 17:40:00,22.55
33618a,201903070228,2019-03-07 17:40:43,9.98
33618a,201903070229,2019-03-07 17:41:24,12.96
33618a,201903070230,2019-03-07 17:42:00,3.99
33618a,201903070231,2019-03-07 17:44:29,16.99
33618a,201903070232,2019-03-07 17:44:54,9.99
33618a,201903070233,2019-03-07 17:45:53,7.99
33618a,201903070234,2019-03-07 17:46:27,14.96
33618a,201903070235,2019-03-07 17:46:43,1.99
33618a,201903070236,2019-03-07 17:49:46,3.99
33618a,201903070237,2019-03-07 17:50:11,9.99
33618a,201903070238,2019-03-07 17:52:37,14.98
33618a,201903070239,2019-03-07 17:52:59,19.98
33618a,201903070240,2019-03-07 17:55:12,39.11
33618a,201903070241,2019-03-07 17:56:52,7.99
33618a,201903070242,2019-03-07 17:57:50,19.96
33618a,201903070243,2019-03-07 18:00:36,13.19
33618a,201903070244,2019-03-07 18:01:00,1.99
33618a,201903070245,2019-03-07 18:01:48,2.0
33618a,201903070246,2019-03-07 18:03:27,12.16
33618a,201903070247,2019-03-07 18:08:27,39.98
33618a,201903070248,2019-03-07 18:08:50,9.99
33618a,201903070249,2019-03-07 18:09:30,7.99
33618a,201903070250,2019-03-07 18:10:15,11.49
33618a,201903070251,2019-03-07 18:10:54,1.99
33618a,201903070252,2019-03-07 18:11:40,6.99
33618a,201903070253,2019-03-07 18:13:05,16.07
33618a,201903070254,2019-03-07 18:13:49,21.97
33618a,201903070255,2019-03-07 18:14:30,6.98
33618a,201903070256,2019-03-07 18:18:57,13.98
33618a,201903070257,2019-03-07 18:20:15,29.98
33618a,201903070258,2019-03-07 18:22:11,3.99
33618a,201903070259,2019-03-07 18:23:09,2.99
33618a,201903070260,2019-03-07 18:28:55,11.94
33618a,201903070261,2019-03-07 18:29:28,4.98
33618a,201903070262,2019-03-07 18:29:50,4.99
33618a,201903070263,2019-03-07 18:30:13,4.99
33618a,201903070264,2019-03-07 18:30:29,9.99
33618a,201903070265,2019-03-07 18:31:55,8.99
33618a,201903070266,2019-03-07 18:34:51,7.98
33618a,201903070267,2019-03-07 18:37:37,42.66
33618a,201903070268,2019-03-07 18:38:18,8.98
33618a,201903070269,2019-03-07 18:40:51,94.83
33618a,201903070270,2019-03-07 18:41:30,3.99
33618a,201903070271,2019-03-07 18:41:50,4.99
33618a,201903070272,2019-03-07 18:42:45,7.96
33618a,201903070273,2019-03-07 18:43:34,10.16
33618a,201903070274,2019-03-07 18:44:08,33.96
33618a,201903070275,2019-03-07 18:47:13,9.97
33618a,201903070276,2019-03-07 18:47:49,1.99
33618a,201903070277,2019-03-07 18:49:41,5.99
33618a,201903070278,2019-03-07 18:51:11,10.98
33618a,201903070279,2019-03-07 18:52:32,14.99
33618a,201903070280,2019-03-07 18:53:21,21.55
33618a,201903070281,2019-03-07 18:53:54,7.98
33618a,201903070282,2019-03-07 18:56:39,1.0
33618a,201903070283,2019-03-07 18:58:04,11.97
33618a,201903070284,2019-03-07 19:00:38,59.11
33618a,201903070285,2019-03-07 19:01:13,8.98
33618a,201903070286,2019-03-07 19:03:34,5.99
33618a,201903070287,2019-03-07 19:04:19,7.99
33618a,201903070288,2019-03-07 19:07:41,8.49
33618a,201903070289,2019-03-07 19:09:03,35.15
33618a,201903070290,2019-03-07 19:12:41,14.99
33618a,201903070291,2019-03-07 19:13:13,1.99
33618a,201903070292,2019-03-07 19:14:13,4.99
33618a,201903070293,2019-03-07 19:19:19,3.99
33618a,201903070294,2019-03-07 19:21:03,38.94
33618a,201903070295,2019-03-07 19:21:51,7.99
33618a,201903070296,2019-03-07 19:29:43,8.98
33618a,201903070297,2019-03-07 19:31:00,11.97
33618a,201903070298,2019-03-07 19:31:55,9.98
33618a,201903070299,2019-03-07 19:33:45,51.97
33618a,201903070300,2019-03-07 19:34:44,24.97
33618a,201903070301,2019-03-07 19:35:22,26.97
33618a,201903070302,2019-03-07 19:43:19,4.99
33618a,201903070303,2019-03-07 19:44:43,10.97
33618a,201903070304,2019-03-07 19:45:35,69.97
33618a,201903070305,2019-03-07 19:49:27,8.98
33618a,201903070306,2019-03-07 19:50:42,27.98
33618a,201903070307,2019-03-07 19:52:39,12.48
33618a,201903070308,2019-03-07 19:54:46,9.98
33618a,201903070309,2019-03-07 19:57:05,14.96
33618a,201903070310,2019-03-07 19:58:07,16.97
33618a,201903070311,2019-03-07 19:59:18,8.98
33618a,201903070312,2019-03-07 20:03:54,7.99
33618a,201903070313,2019-03-07 20:06:04,6.98
33618a,201903070314,2019-03-07 20:11:12,10.19
33618a,201903070315,2019-03-07 20:11:45,9.98
33618a,201903070316,2019-03-07 20:12:29,9.99
33618a,201903070317,2019-03-07 20:13:40,13.19
33618a,201903070318,2019-03-07 20:14:10,7.98
33618a,201903070319,2019-03-07 20:18:53,6.99
33618a,201903070320,2019-03-07 20:20:34,37.15
33618a,201903070321,2019-03-07 20:21:01,9.98
33618a,201903070322,2019-03-07 20:22:07,19.99
33618a,201903070323,2019-03-07 20:22:17,1.99
33618a,201903070324,2019-03-07 20:22:45,23.96
33618a,201903070325,2019-03-07 20:23:06,14.97
33618a,201903070326,2019-03-07 20:23:33,9.99
33618a,201903070327,2019-03-07 20:25:31,14.97
33618a,201903070328,2019-03-07 20:28:05,20.17
33618a,201903070329,2019-03-07 20:29:19,2.99
33618a,201903070330,2019-03-07 20:30:58,17.94
33618a,201903070331,2019-03-07 20:31:44,12.98
33618a,201903070332,2019-03-07 20:35:33,60.95
33618a,201903070333,2019-03-07 20:36:16,8.98
33618a,201903070334,2019-03-07 20:39:08,29.97
33618a,201903070335,2019-03-07 20:40:20,1.99
33618a,201903070336,2019-03-07 20:40:31,8.99
33618a,201903070337,2019-03-07 20:42:25,17.48
33618a,201903070338,2019-03-07 20:43:23,4.99
33618a,201903070339,2019-03-07 20:48:47,4.99
33618a,201903070340,2019-03-07 20:55:20,7.98
33618a,201903080001,2019-03-08 09:42:23,3.99
33618a,201903080002,2019-03-08 09:42:33,1.5
33618a,201903080003,2019-03-08 10:05:45,105.06
33618a,201903080004,2019-03-08 10:06:14,3.99
33618a,201903080005,2019-03-08 10:08:40,23.98
33618a,201903080006,2019-03-08 10:15:32,8.99
33618a,201903080007,2019-03-08 10:18:25,3.98
33618a,201903080008,2019-03-08 10:23:36,12.18
33618a,201903080009,2019-03-08 10:32:07,14.99
33618a,201903080010,2019-03-08 10:43:47,7.49
33618a,201903080011,2019-03-08 10:44:33,6.49
33618a,201903080012,2019-03-08 10:45:55,12.99
33618a,201903080013,2019-03-08 10:52:26,7.99
33618a,201903080014,2019-03-08 10:54:22,11.08
33618a,201903080015,2019-03-08 10:55:56,14.99
33618a,201903080016,2019-03-08 11:06:09,7.98
33618a,201903080017,2019-03-08 11:10:21,2.99
33618a,201903080018,2019-03-08 11:10:48,9.97
33618a,201903080019,2019-03-08 11:11:23,4.09
33618a,201903080020,2019-03-08 11:12:30,8.97
33618a,201903080021,2019-03-08 11:17:29,38.15
33618a,201903080022,2019-03-08 11:20:17,2.99
33618a,201903080023,2019-03-08 11:25:40,38.95
33618a,201903080024,2019-03-08 11:26:28,13.98
33618a,201903080025,2019-03-08 11:27:23,20.16
33618a,201903080026,2019-03-08 11:28:22,2.99
33618a,201903080027,2019-03-08 11:28:36,4.99
33618a,201903080028,2019-03-08 11:31:52,6.99
33618a,201903080029,2019-03-08 11:33:49,11.97
33618a,201903080030,2019-03-08 11:41:40,58.14
33618a,201903080031,2019-03-08 11:42:23,9.98
33618a,201903080032,2019-03-08 11:49:39,1.99
33618a,201903080033,2019-03-08 11:53:21,17.99
33618a,201903080034,2019-03-08 11:58:31,76.77
33618a,201903080035,2019-03-08 12:09:03,17.18
33618a,201903080036,2019-03-08 12:10:25,37.96
33618a,201903080037,2019-03-08 12:12:05,3.99
33618a,201903080038,2019-03-08 12:13:51,22.97
33618a,201903080039,2019-03-08 12:14:24,14.99
33618a,201903080040,2019-03-08 12:16:59,9.98
33618a,201903080041,2019-03-08 12:19:21,11.96
33618a,201903080042,2019-03-08 12:20:00,48.96
33618a,201903080043,2019-03-08 12:20:36,9.98
33618a,201903080044,2019-03-08 12:20:58,3.99
33618a,201903080045,2019-03-08 12:22:29,35.13
33618a,201903080046,2019-03-08 12:23:06,3.99
33618a,201903080047,2019-03-08 12:23:31,3.99
33618a,201903080048,2019-03-08 12:24:45,3.99
33618a,201903080049,2019-03-08 12:25:06,3.99
33618a,201903080050,2019-03-08 12:27:19,7.99
33618a,201903080051,2019-03-08 12:29:37,19.99
33618a,201903080052,2019-03-08 12:30:26,5.99
33618a,201903080053,2019-03-08 12:32:13,24.15
33618a,201903080054,2019-03-08 12:32:48,3.99
33618a,201903080055,2019-03-08 12:37:05,8.19
33618a,201903080056,2019-03-08 12:37:28,7.98
33618a,201903080057,2019-03-08 12:38:40,7.99
33618a,201903080058,2019-03-08 12:41:53,14.99
33618a,201903080059,2019-03-08 12:42:36,4.09
33618a,201903080060,2019-03-08 12:44:02,2.99
33618a,201903080061,2019-03-08 12:45:39,32.96
33618a,201903080062,2019-03-08 12:47:25,12.99
33618a,201903080063,2019-03-08 12:50:13,12.97
33618a,201903080064,2019-03-08 12:50:32,17.99
33618a,201903080065,2019-03-08 12:51:05,3.99
33618a,201903080066,2019-03-08 12:51:40,20.18
33618a,201903080067,2019-03-08 12:56:16,3.99
33618a,201903080068,2019-03-08 12:56:38,3.99
33618a,201903080069,2019-03-08 12:57:13,7.99
33618a,201903080070,2019-03-08 12:58:38,6.99
33618a,201903080071,2019-03-08 13:02:54,9.95
33618a,201903080072,2019-03-08 13:03:43,7.19
33618a,201903080073,2019-03-08 13:06:12,7.99
33618a,201903080074,2019-03-08 13:07:27,17.98
33618a,201903080075,2019-03-08 13:08:04,7.99
33618a,201903080076,2019-03-08 13:08:46,3.99
33618a,201903080077,2019-03-08 13:10:24,4.99
33618a,201903080078,2019-03-08 13:11:15,4.99
33618a,201903080079,2019-03-08 13:11:37,4.99
33618a,201903080080,2019-03-08 13:12:23,20.97
33618a,201903080081,2019-03-08 13:14:54,9.99
33618a,201903080082,2019-03-08 13:17:44,12.18
33618a,201903080083,2019-03-08 13:18:35,3.0
33618a,201903080084,2019-03-08 13:19:52,6.99
33618a,201903080085,2019-03-08 13:21:12,10.98
33618a,201903080086,2019-03-08 13:22:16,4.99
33618a,201903080087,2019-03-08 13:23:31,17.95
33618a,201903080088,2019-03-08 13:23:55,6.99
33618a,201903080089,2019-03-08 13:24:44,37.15
33618a,201903080090,2019-03-08 13:26:08,16.16
33618a,201903080091,2019-03-08 13:27:19,15.97
33618a,201903080092,2019-03-08 13:30:57,14.99
33618a,201903080093,2019-03-08 13:32:05,8.16
33618a,201903080094,2019-03-08 13:48:51,7.99
33618a,201903080095,2019-03-08 13:54:05,7.99
33618a,201903080096,2019-03-08 13:55:35,2.99
33618a,201903080097,2019-03-08 13:59:01,9.99
33618a,201903080098,2019-03-08 13:59:36,24.98
33618a,201903080099,2019-03-08 14:00:37,18.18
33618a,201903080100,2019-03-08 14:05:48,7.99
33618a,201903080101,2019-03-08 14:09:00,13.98
33618a,201903080102,2019-03-08 14:11:44,6.98
33618a,201903080103,2019-03-08 14:13:40,8.97
33618a,201903080104,2019-03-08 14:15:30,9.99
33618a,201903080105,2019-03-08 14:16:05,7.99
33618a,201903080106,2019-03-08 14:16:48,22.94
33618a,201903080107,2019-03-08 14:17:54,42.16
33618a,201903080108,2019-03-08 14:24:23,7.99
33618a,201903080109,2019-03-08 14:25:48,29.99
33618a,201903080110,2019-03-08 14:26:26,17.99
33618a,201903080111,2019-03-08 14:28:35,3.99
33618a,201903080112,2019-03-08 14:30:26,13.98
33618a,201903080113,2019-03-08 14:31:15,14.99
33618a,201903080114,2019-03-08 14:34:05,4.99
33618a,201903080115,2019-03-08 14:34:44,16.99
33618a,201903080116,2019-03-08 14:37:56,5.98
33618a,201903080117,2019-03-08 14:38:42,12.99
33618a,201903080118,2019-03-08 14:39:41,10.49
33618a,201903080119,2019-03-08 14:43:07,18.97
33618a,201903080120,2019-03-08 14:47:00,18.99
33618a,201903080121,2019-03-08 14:47:44,7.99
33618a,201903080122,2019-03-08 14:50:14,6.99
33618a,201903080123,2019-03-08 14:51:38,16.97
33618a,201903080124,2019-03-08 14:52:37,13.16
33618a,201903080125,2019-03-08 14:53:34,15.16
33618a,201903080126,2019-03-08 14:53:51,14.99
33618a,201903080127,2019-03-08 14:54:34,26.95
33618a,201903080128,2019-03-08 14:55:06,2.99
33618a,201903080129,2019-03-08 14:55:50,11.97
33618a,201903080130,2019-03-08 15:02:42,2.99
33618a,201903080131,2019-03-08 15:05:08,-3.99
33618a,201903080132,2019-03-08 15:08:06,47.95
33618a,201903080133,2019-03-08 15:09:04,12.99
33618a,201903080134,2019-03-08 15:10:18,4.99
33618a,201903080135,2019-03-08 15:10:42,7.99
33618a,201903080136,2019-03-08 15:13:35,9.98
33618a,201903080137,2019-03-08 15:14:55,17.99
33618a,201903080138,2019-03-08 15:15:43,23.98
33618a,201903080139,2019-03-08 15:16:25,20.18
33618a,201903080140,2019-03-08 15:17:13,7.96
33618a,201903080141,2019-03-08 15:17:29,4.99
33618a,201903080142,2019-03-08 15:21:29,19.97
33618a,201903080143,2019-03-08 15:22:40,35.14
33618a,201903080144,2019-03-08 15:23:19,26.95
33618a,201903080145,2019-03-08 15:25:49,10.09
33618a,201903080146,2019-03-08 15:28:06,51.1
33618a,201903080147,2019-03-08 15:29:38,6.99
33618a,201903080148,2019-03-08 15:30:04,14.99
33618a,201903080149,2019-03-08 15:32:37,17.96
33618a,201903080150,2019-03-08 15:33:28,15.17
33618a,201903080151,2019-03-08 15:36:32,2.0
33618a,201903080152,2019-03-08 15:37:39,7.98
33618a,201903080153,2019-03-08 15:38:29,18.98
33618a,201903080154,2019-03-08 15:40:03,18.98
33618a,201903080155,2019-03-08 15:40:59,37.91
33618a,201903080156,2019-03-08 15:42:44,7.99
33618a,201903080157,2019-03-08 15:47:29,15.99
33618a,201903080158,2019-03-08 15:48:55,8.08
33618a,201903080159,2019-03-08 15:52:08,4.99
33618a,201903080160,2019-03-08 15:52:37,7.99
33618a,201903080161,2019-03-08 15:54:59,3.98
33618a,201903080162,2019-03-08 15:58:55,7.99
33618a,201903080163,2019-03-08 16:01:01,10.19
33618a,201903080164,2019-03-08 16:01:23,3.98
33618a,201903080165,2019-03-08 16:01:38,3.99
33618a,201903080166,2019-03-08 16:03:47,19.96
33618a,201903080167,2019-03-08 16:06:20,26.99
33618a,201903080168,2019-03-08 16:08:04,37.9
33618a,201903080169,2019-03-08 16:10:12,3.99
33618a,201903080170,2019-03-08 16:13:04,3.99
33618a,201903080171,2019-03-08 16:13:49,19.99
33618a,201903080172,2019-03-08 16:14:56,23.92
33618a,201903080173,2019-03-08 16:22:13,4.99
33618a,201903080174,2019-03-08 16:23:06,6.49
33618a,201903080175,2019-03-08 16:23:36,4.99
33618a,201903080176,2019-03-08 16:24:15,74.99
33618a,201903080177,2019-03-08 16:25:21,15.97
33618a,201903080178,2019-03-08 16:27:08,40.16
33618a,201903080179,2019-03-08 16:27:45,6.99
33618a,201903080180,2019-03-08 16:28:17,6.99
33618a,201903080181,2019-03-08 16:31:37,7.19
33618a,201903080182,2019-03-08 16:32:51,6.98
33618a,201903080183,2019-03-08 16:36:25,6.0
33618a,201903080184,2019-03-08 16:42:23,5.99
33618a,201903080185,2019-03-08 16:44:56,6.99
33618a,201903080186,2019-03-08 16:45:56,1.99
33618a,201903080187,2019-03-08 16:49:51,6.99
33618a,201903080188,2019-03-08 16:52:32,5.19
33618a,201903080189,2019-03-08 16:55:52,7.19
33618a,201903080190,2019-03-08 16:56:22,9.99
33618a,201903080191,2019-03-08 17:00:08,9.97
33618a,201903080192,2019-03-08 17:00:29,12.99
33618a,201903080193,2019-03-08 17:03:56,4.99
33618a,201903080194,2019-03-08 17:05:34,24.98
33618a,201903080195,2019-03-08 17:06:03,7.98
33618a,201903080196,2019-03-08 17:08:01,13.19
33618a,201903080197,2019-03-08 17:09:00,6.99
33618a,201903080198,2019-03-08 17:09:25,1.0
33618a,201903080199,2019-03-08 17:13:19,4.99
33618a,201903080200,2019-03-08 17:15:41,16.18
33618a,201903080201,2019-03-08 17:20:02,3.99
33618a,201903080202,2019-03-08 17:24:44,9.99
33618a,201903080203,2019-03-08 17:25:49,18.18
33618a,201903080204,2019-03-08 17:32:23,39.96
33618a,201903080205,2019-03-08 17:35:26,17.96
33618a,201903080206,2019-03-08 17:39:11,16.98
33618a,201903080207,2019-03-08 17:43:26,15.18
33618a,201903080208,2019-03-08 17:43:53,5.98
33618a,201903080209,2019-03-08 17:44:25,10.98
33618a,201903080210,2019-03-08 17:45:37,9.99
33618a,201903080211,2019-03-08 17:47:07,1.99
33618a,201903080212,2019-03-08 17:50:34,3.99
33618a,201903080213,2019-03-08 17:51:32,42.16
33618a,201903080214,2019-03-08 17:52:08,6.99
33618a,201903080215,2019-03-08 17:52:24,4.99
33618a,201903080216,2019-03-08 17:54:49,12.98
33618a,201903080217,2019-03-08 17:56:19,12.95
33618a,201903080218,2019-03-08 17:58:56,19.16
33618a,201903080219,2019-03-08 18:00:54,12.98
33618a,201903080220,2019-03-08 18:07:03,13.97
33618a,201903080221,2019-03-08 18:08:22,5.98
33618a,201903080222,2019-03-08 18:10:17,7.99
33618a,201903080223,2019-03-08 18:10:41,3.99
33618a,201903080224,2019-03-08 18:12:49,28.66
33618a,201903080225,2019-03-08 18:13:38,-7.99
33618a,201903080226,2019-03-08 18:14:14,9.99
33618a,201903080227,2019-03-08 18:15:00,4.99
33618a,201903080228,2019-03-08 18:15:44,6.97
33618a,201903080229,2019-03-08 18:18:00,4.99
33618a,201903080230,2019-03-08 18:19:22,15.98
33618a,201903080231,2019-03-08 18:20:26,33.14
33618a,201903080232,2019-03-08 18:20:51,4.99
33618a,201903080233,2019-03-08 18:21:15,3.99
33618a,201903080234,2019-03-08 18:21:42,8.98
33618a,201903080235,2019-03-08 18:22:31,21.17
33618a,201903080236,2019-03-08 18:23:40,16.98
33618a,201903080237,2019-03-08 18:26:02,19.97
33618a,201903080238,2019-03-08 18:26:38,3.99
33618a,201903080239,2019-03-08 18:27:05,7.98
33618a,201903080240,2019-03-08 18:27:40,7.99
33618a,201903080241,2019-03-08 18:27:59,4.99
33618a,201903080242,2019-03-08 18:30:45,42.91
33618a,201903080243,2019-03-08 18:31:29,15.19
33618a,201903080244,2019-03-08 18:47:08,5.49
33618a,201903080245,2019-03-08 18:47:47,16.98
33618a,201903080246,2019-03-08 18:48:52,2.99
33618a,201903080247,2019-03-08 18:50:09,9.99
33618a,201903080248,2019-03-08 18:58:20,8.98
33618a,201903080249,2019-03-08 18:58:45,6.99
33618a,201903080250,2019-03-08 19:03:20,18.96
33618a,201903080251,2019-03-08 19:03:40,2.99
